,id,relevance
294,415,2.742406
295,416,2.742406
296,417,2.742406
297,419,2.742406
298,420,2.742406
299,423,2.742406
300,424,2.742406
301,425,2.742406
302,426,2.742406
303,427,2.742406
304,428,2.742406
305,429,2.742406
306,430,2.742406
307,431,2.742406
308,432,2.742406
309,433,2.742406
310,434,2.742406
311,435,2.742406
312,436,2.742406
313,437,2.742406
314,438,2.742406
315,439,2.742406
316,441,2.742406
317,442,2.742406
318,443,2.742406
319,448,2.742406
320,449,2.742406
321,450,2.742406
322,451,2.742406
323,453,2.742406
324,457,2.742406
325,460,2.742406
326,462,2.742406
327,463,2.742406
328,464,2.742406
329,465,2.742406
330,466,2.742406
331,467,2.742406
332,471,2.742406
333,472,2.742406
334,474,2.742406
335,477,2.742406
336,482,2.742406
337,483,2.742406
338,484,2.742406
339,486,2.742406
340,487,2.742406
341,488,2.742406
342,489,2.742406
343,490,2.742406
344,493,2.742406
345,494,2.742406
346,495,2.742406
347,496,2.742406
348,498,2.742406
349,499,2.742406
350,502,2.742406
351,503,2.742406
352,504,2.742406
353,505,2.742406
354,506,2.742406
355,507,2.742406
356,509,2.742406
357,510,2.742406
358,512,2.742406
359,513,2.742406
360,514,2.742406
361,515,2.742406
362,518,2.742406
363,519,2.742406
364,520,2.742406
365,521,2.742406
366,522,2.742406
367,523,2.742406
368,525,2.742406
369,526,2.742406
370,527,2.742406
371,528,2.742406
372,529,2.742406
373,530,2.742406
374,531,2.742406
375,532,2.742406
376,534,2.742406
377,535,2.742406
378,537,2.742406
379,538,2.742406
380,539,2.742406
381,540,2.742406
382,541,2.742406
383,543,2.742406
384,545,2.742406
385,546,2.742406
386,547,2.742406
387,548,2.742406
388,550,2.742406
389,552,2.742406
390,553,2.742406
391,554,2.742406
392,555,2.742406
393,556,2.742406
394,558,2.742406
395,560,2.742406
396,561,2.742406
397,564,2.742406
398,565,2.742406
399,566,2.742406
400,567,2.742406
401,569,2.742406
402,570,2.742406
403,574,2.742406
404,575,2.742406
405,577,2.742406
406,578,2.742406
407,579,2.742406
408,580,2.742406
409,586,2.742406
410,587,2.742406
411,588,2.742406
412,589,2.742406
413,590,2.742406
414,592,2.742406
415,594,2.742406
416,596,2.742406
417,597,2.742406
418,598,2.742406
419,599,2.742406
420,601,2.742406
421,602,2.742406
422,603,2.742406
423,604,2.742406
424,607,2.742406
425,608,2.742406
426,609,2.742406
427,610,2.742406
428,612,2.742406
429,613,2.742406
430,614,2.742406
431,615,2.742406
432,616,2.742406
433,617,2.742406
434,618,2.742406
435,620,2.742406
436,621,2.742406
437,622,2.742406
438,623,2.742406
439,624,2.742406
440,625,2.742406
441,627,2.742406
442,628,2.742406
443,629,2.742406
444,631,2.742406
445,632,2.742406
446,633,2.742406
447,638,2.742406
448,639,2.742406
449,641,2.742406
450,645,2.742406
451,647,2.742406
452,648,2.742406
453,649,2.742406
454,650,2.742406
455,651,2.742406
456,654,2.742406
457,655,2.742406
458,656,2.742406
459,657,2.742406
460,658,2.742406
461,664,2.742406
462,665,2.742406
463,667,2.742406
464,672,2.742406
465,673,2.742406
466,675,2.742406
467,676,2.742406
468,678,2.742406
469,681,2.742406
470,683,2.742406
471,684,2.742406
472,685,2.742406
473,689,2.742406
474,692,2.742406
475,693,2.742406
476,694,2.742406
477,695,2.742406
478,697,2.742406
479,698,2.742406
480,699,2.742406
481,701,2.742406
482,702,2.742406
483,703,2.742406
484,704,2.742406
485,705,2.742406
486,706,2.742406
487,707,2.742406
488,708,2.742406
489,709,2.742406
490,710,2.742406
491,711,2.742406
492,714,2.742406
493,716,2.742406
494,717,2.742406
495,719,2.742406
496,720,2.742406
497,721,2.742406
498,723,2.742406
499,724,2.742406
500,725,2.742406
501,727,2.742406
502,728,2.742406
503,729,2.742406
504,730,2.742406
505,732,2.742406
506,733,2.742406
507,735,2.742406
508,736,2.742406
509,738,2.742406
510,741,2.742406
511,744,2.742406
512,746,2.742406
513,747,2.742406
514,750,2.742406
515,752,2.742406
516,754,2.742406
517,755,2.742406
518,757,2.742406
519,761,2.742406
520,762,2.742406
521,766,2.742406
522,767,2.742406
523,768,2.742406
524,769,2.742406
525,770,2.742406
526,772,2.742406
527,774,2.742406
528,775,2.742406
529,776,2.742406
530,777,2.742406
531,779,2.742406
532,780,2.742406
533,781,2.742406
534,782,2.742406
535,783,2.742406
536,785,2.742406
537,786,2.742406
538,788,2.742406
539,789,2.742406
540,792,2.742406
541,793,2.742406
542,794,2.742406
543,795,2.742406
544,796,2.742406
545,797,2.742406
546,798,2.742406
547,799,2.742406
548,802,2.742406
549,803,2.742406
550,804,2.742406
551,805,2.742406
552,806,2.742406
553,807,2.742406
554,808,2.742406
555,809,2.742406
556,810,2.742406
557,813,2.742406
558,814,2.742406
559,815,2.742406
560,816,2.742406
561,820,2.742406
562,821,2.742406
563,822,2.742406
564,823,2.742406
565,825,2.742406
566,827,2.742406
567,829,2.742406
568,830,2.742406
569,833,2.742406
570,834,2.742406
571,835,2.742406
572,836,2.742406
573,838,2.742406
574,839,2.742406
575,840,2.742406
576,841,2.742406
577,842,2.742406
578,845,2.742406
579,846,2.742406
580,848,2.742406
581,849,2.742406
582,850,2.742406
583,851,2.742406
584,853,2.742406
585,854,2.742406
586,855,2.742406
587,856,2.742406
588,858,2.742406
589,859,2.742406
590,860,2.742406
591,861,2.742406
592,863,2.742406
593,864,2.742406
594,865,2.742406
595,866,2.742406
596,870,2.742406
597,871,2.742406
598,873,2.742406
599,874,2.742406
600,875,2.742406
601,877,2.742406
602,879,2.742406
603,880,2.742406
604,883,2.742406
605,884,2.742406
606,887,2.742406
607,888,2.742406
608,889,2.742406
609,890,2.742406
610,891,2.742406
611,892,2.742406
612,896,2.742406
613,897,2.742406
614,900,2.742406
615,901,2.742406
616,903,2.742406
617,904,2.742406
618,905,2.742406
619,906,2.742406
620,907,2.742406
621,911,2.742406
622,913,2.742406
623,914,2.742406
624,915,2.742406
625,916,2.742406
626,917,2.742406
627,919,2.742406
628,920,2.742406
629,921,2.742406
630,924,2.742406
631,925,2.742406
632,926,2.742406
633,927,2.742406
634,930,2.742406
635,931,2.742406
636,932,2.742406
637,933,2.742406
638,935,2.742406
639,936,2.742406
640,937,2.742406
641,938,2.742406
642,939,2.742406
643,941,2.742406
644,942,2.742406
645,943,2.742406
646,945,2.742406
647,946,2.742406
648,947,2.742406
649,948,2.742406
650,949,2.742406
651,950,2.742406
652,951,2.742406
653,952,2.742406
654,953,2.742406
655,955,2.742406
656,956,2.742406
657,957,2.742406
658,959,2.742406
659,960,2.742406
660,961,2.742406
661,964,2.742406
662,965,2.742406
663,966,2.742406
664,967,2.742406
665,968,2.742406
666,970,2.742406
667,971,2.742406
668,972,2.742406
669,973,2.742406
670,975,2.742406
671,976,2.742406
672,977,2.742406
673,979,2.742406
674,980,2.742406
675,981,2.742406
676,982,2.742406
677,983,2.742406
678,985,2.742406
679,986,2.742406
680,987,2.742406
681,988,2.742406
682,989,2.742406
683,990,2.742406
684,992,2.742406
685,993,2.742406
686,994,2.742406
687,995,2.742406
688,996,2.742406
689,997,2.742406
690,998,2.742406
691,999,2.742406
692,1002,2.742406
693,1003,2.742406
694,1005,2.742406
695,1006,2.742406
696,1009,2.742406
697,1010,2.742406
698,1011,2.742406
699,1012,2.742406
700,1013,2.742406
701,1014,2.742406
702,1015,2.742406
703,1016,2.742406
704,1017,2.742406
705,1018,2.742406
706,1021,2.742406
707,1023,2.742406
708,1024,2.742406
709,1025,2.742406
710,1027,2.742406
711,1029,2.742406
712,1030,2.742406
713,1032,2.742406
714,1033,2.742406
715,1034,2.742406
716,1035,2.742406
717,1036,2.742406
718,1037,2.742406
719,1039,2.742406
720,1041,2.742406
721,1042,2.742406
722,1043,2.742406
723,1044,2.742406
724,1045,2.742406
725,1046,2.742406
726,1047,2.742406
727,1048,2.742406
728,1049,2.742406
729,1050,2.742406
730,1052,2.742406
731,1054,2.742406
732,1055,2.742406
733,1057,2.742406
734,1058,2.742406
735,1059,2.742406
736,1061,2.742406
737,1063,2.742406
738,1064,2.742406
739,1066,2.742406
740,1067,2.742406
741,1069,2.742406
742,1070,2.742406
743,1071,2.742406
744,1075,2.742406
745,1077,2.742406
746,1078,2.742406
747,1079,2.742406
748,1082,2.742406
749,1085,2.742406
750,1087,2.742406
751,1088,2.742406
752,1089,2.742406
753,1091,2.742406
754,1092,2.742406
755,1093,2.742406
756,1094,2.742406
757,1096,2.742406
758,1099,2.742406
759,1100,2.742406
760,1102,2.742406
761,1105,2.742406
762,1106,2.742406
763,1109,2.742406
764,1110,2.742406
765,1111,2.742406
766,1112,2.742406
767,1113,2.742406
768,1114,2.742406
769,1115,2.742406
770,1117,2.742406
771,1118,2.742406
772,1119,2.742406
773,1120,2.742406
774,1122,2.742406
775,1123,2.742406
776,1124,2.742406
777,1125,2.742406
778,1126,2.742406
779,1127,2.742406
780,1130,2.742406
781,1131,2.742406
782,1133,2.742406
783,1136,2.742406
784,1137,2.742406
785,1139,2.742406
786,1140,2.742406
787,1141,2.742406
788,1143,2.742406
789,1144,2.742406
790,1147,2.742406
791,1149,2.742406
792,1150,2.742406
793,1152,2.742406
794,1153,2.742406
795,1154,2.742406
796,1156,2.742406
797,1157,2.742406
798,1158,2.742406
799,1160,2.742406
800,1161,2.742406
801,1162,2.742406
802,1163,2.742406
803,1166,2.742406
804,1167,2.742406
805,1169,2.742406
806,1170,2.742406
807,1173,2.742406
808,1174,2.742406
809,1175,2.742406
810,1178,2.742406
811,1179,2.742406
812,1181,2.742406
813,1182,2.742406
814,1183,2.742406
815,1184,2.742406
816,1186,2.742406
817,1187,2.742406
818,1188,2.742406
819,1189,2.742406
820,1190,2.742406
821,1193,2.742406
822,1194,2.742406
823,1197,2.742406
824,1198,2.742406
825,1199,2.742406
826,1200,2.742406
827,1201,2.742406
828,1202,2.742406
829,1203,2.742406
830,1204,2.742406
831,1207,2.742406
832,1209,2.742406
833,1210,2.742406
834,1211,2.742406
835,1213,2.742406
836,1214,2.742406
837,1217,2.742406
838,1219,2.742406
839,1221,2.742406
840,1222,2.742406
841,1223,2.742406
842,1225,2.742406
843,1226,2.742406
844,1229,2.742406
845,1232,2.742406
846,1233,2.742406
847,1234,2.742406
848,1235,2.742406
849,1236,2.742406
850,1239,2.742406
851,1240,2.742406
852,1241,2.742406
853,1242,2.742406
854,1244,2.742406
855,1245,2.742406
856,1246,2.742406
857,1247,2.742406
858,1249,2.742406
859,1250,2.742406
860,1251,2.742406
861,1254,2.742406
862,1255,2.742406
863,1256,2.742406
864,1258,2.742406
865,1259,2.742406
866,1260,2.742406
867,1261,2.742406
868,1262,2.742406
869,1263,2.742406
870,1264,2.742406
871,1265,2.742406
872,1268,2.742406
873,1269,2.742406
874,1270,2.742406
875,1271,2.742406
876,1272,2.742406
877,1274,2.742406
878,1277,2.742406
879,1278,2.742406
880,1280,2.742406
881,1281,2.742406
882,1282,2.742406
883,1283,2.742406
884,1284,2.742406
885,1285,2.742406
886,1286,2.742406
887,1288,2.742406
888,1290,2.742406
889,1292,2.742406
890,1293,2.742406
891,1294,2.742406
892,1295,2.742406
893,1297,2.742406
894,1298,2.742406
895,1299,2.742406
896,1301,2.742406
897,1304,2.742406
898,1305,2.742406
899,1306,2.742406
900,1307,2.742406
901,1308,2.742406
902,1309,2.742406
903,1310,2.742406
904,1311,2.742406
905,1312,2.742406
906,1313,2.742406
907,1314,2.742406
908,1315,2.742406
909,1318,2.742406
910,1319,2.742406
911,1321,2.742406
912,1322,2.742406
913,1324,2.742406
914,1325,2.742406
915,1327,2.742406
916,1328,2.742406
917,1329,2.742406
918,1330,2.742406
919,1331,2.742406
920,1332,2.742406
921,1333,2.742406
922,1334,2.742406
923,1336,2.742406
924,1337,2.742406
925,1339,2.742406
926,1341,2.742406
927,1342,2.742406
928,1343,2.742406
929,1346,2.742406
930,1350,2.742406
931,1351,2.742406
932,1352,2.742406
933,1353,2.742406
934,1354,2.742406
935,1358,2.742406
936,1360,2.742406
937,1361,2.742406
938,1362,2.742406
939,1363,2.742406
940,1365,2.742406
941,1367,2.742406
942,1368,2.742406
943,1369,2.742406
944,1370,2.742406
945,1371,2.742406
946,1372,2.742406
947,1373,2.742406
948,1374,2.742406
949,1375,2.742406
950,1376,2.742406
951,1378,2.742406
952,1379,2.742406
953,1380,2.742406
954,1381,2.742406
955,1382,2.742406
956,1383,2.742406
957,1384,2.742406
958,1385,2.742406
959,1386,2.742406
960,1389,2.742406
961,1390,2.742406
962,1391,2.742406
963,1392,2.742406
964,1393,2.742406
965,1396,2.742406
966,1398,2.742406
967,1400,2.742406
968,1402,2.742406
969,1404,2.742406
970,1406,2.742406
971,1407,2.742406
972,1409,2.742406
973,1410,2.742406
974,1411,2.742406
975,1412,2.742406
976,1413,2.742406
977,1415,2.742406
978,1416,2.742406
979,1417,2.742406
980,1418,2.742406
981,1420,2.742406
982,1421,2.742406
983,1423,2.742406
984,1424,2.742406
985,1425,2.742406
986,1426,2.742406
987,1428,2.742406
988,1429,2.742406
989,1430,2.742406
990,1432,2.742406
991,1435,2.742406
992,1437,2.742406
993,1438,2.742406
994,1440,2.742406
995,1441,2.742406
996,1442,2.742406
997,1445,2.742406
998,1446,2.742406
999,1447,2.742406
1000,1448,2.742406
1001,1450,2.742406
1002,1451,2.742406
1003,1452,2.742406
1004,1455,2.742406
1005,1456,2.742406
1006,1457,2.742406
1007,1459,2.742406
1008,1460,2.742406
1009,1461,2.742406
1010,1462,2.742406
1011,1463,2.742406
1012,1464,2.742406
1013,1465,2.742406
1014,1466,2.742406
1015,1467,2.742406
1016,1469,2.742406
1017,1470,2.742406
1018,1474,2.742406
1019,1475,2.742406
1020,1476,2.742406
1021,1477,2.742406
1022,1478,2.742406
1023,1480,2.742406
1024,1482,2.742406
1025,1484,2.742406
1026,1485,2.742406
1027,1488,2.742406
1028,1489,2.742406
1029,1493,2.742406
1030,1494,2.742406
1031,1495,2.742406
1032,1498,2.742406
1033,1499,2.742406
1034,1500,2.742406
1035,1502,2.742406
1036,1503,2.742406
1037,1505,2.742406
1038,1507,2.742406
1039,1508,2.742406
1040,1510,2.742406
1041,1511,2.742406
1042,1513,2.742406
1043,1514,2.742406
1044,1515,2.742406
1045,1516,2.742406
1046,1517,2.742406
1047,1518,2.742406
1048,1519,2.742406
1049,1520,2.742406
1050,1521,2.742406
1051,1522,2.742406
1052,1523,2.742406
1053,1524,2.742406
1054,1525,2.742406
1055,1526,2.742406
1056,1527,2.742406
1057,1529,2.742406
1058,1530,2.742406
1059,1531,2.742406
1060,1532,2.742406
1061,1533,2.742406
1062,1534,2.742406
1063,1535,2.742406
1064,1536,2.742406
1065,1537,2.742406
1066,1539,2.742406
1067,1540,2.742406
1068,1541,2.742406
1069,1543,2.742406
1070,1544,2.742406
1071,1545,2.742406
1072,1547,2.742406
1073,1549,2.742406
1074,1550,2.742406
1075,1551,2.742406
1076,1552,2.742406
1077,1553,2.742406
1078,1555,2.742406
1079,1556,2.742406
1080,1557,2.742406
1081,1558,2.742406
1082,1559,2.742406
1083,1563,2.742406
1084,1564,2.742406
1085,1565,2.742406
1086,1566,2.742406
1087,1567,2.742406
1088,1570,2.742406
1089,1573,2.742406
1090,1574,2.742406
1091,1575,2.742406
1092,1579,2.742406
1093,1580,2.742406
1094,1581,2.742406
1095,1582,2.742406
1096,1583,2.742406
1097,1584,2.742406
1098,1585,2.742406
1099,1586,2.742406
1100,1589,2.742406
1101,1590,2.742406
1102,1591,2.742406
1103,1592,2.742406
1104,1594,2.742406
1105,1596,2.742406
1106,1597,2.742406
1107,1598,2.742406
1108,1599,2.742406
1109,1600,2.742406
1110,1601,2.742406
1111,1602,2.742406
1112,1603,2.742406
1113,1604,2.742406
1114,1605,2.742406
1115,1606,2.742406
1116,1607,2.742406
1117,1608,2.742406
1118,1611,2.742406
1119,1613,2.742406
1120,1614,2.742406
1121,1615,2.742406
1122,1618,2.742406
1123,1619,2.742406
1124,1620,2.742406
1125,1621,2.742406
1126,1623,2.742406
1127,1625,2.742406
1128,1626,2.742406
1129,1628,2.742406
1130,1629,2.742406
1131,1630,2.742406
1132,1631,2.742406
1133,1632,2.742406
1134,1635,2.742406
1135,1636,2.742406
1136,1638,2.742406
1137,1639,2.742406
1138,1641,2.742406
1139,1642,2.742406
1140,1644,2.742406
1141,1646,2.742406
1142,1649,2.742406
1143,1650,2.742406
1144,1651,2.742406
1145,1652,2.742406
1146,1658,2.742406
1147,1659,2.742406
1148,1660,2.742406
1149,1662,2.742406
1150,1663,2.742406
1151,1665,2.742406
1152,1666,2.742406
1153,1668,2.742406
1154,1674,2.742406
1155,1676,2.742406
1156,1678,2.742406
1157,1679,2.742406
1158,1680,2.742406
1159,1682,2.742406
1160,1683,2.742406
1161,1684,2.742406
1162,1685,2.742406
1163,1686,2.742406
1164,1687,2.742406
1165,1688,2.742406
1166,1689,2.742406
1167,1690,2.742406
1168,1693,2.742406
1169,1694,2.742406
1170,1695,2.742406
1171,1697,2.742406
1172,1698,2.742406
1173,1699,2.742406
1174,1700,2.742406
1175,1701,2.742406
1176,1706,2.742406
1177,1707,2.742406
1178,1708,2.742406
1179,1709,2.742406
1180,1710,2.742406
1181,1711,2.742406
1182,1712,2.742406
1183,1714,2.742406
1184,1716,2.742406
1185,1717,2.742406
1186,1718,2.742406
1187,1719,2.742406
1188,1720,2.742406
1189,1723,2.742406
1190,1725,2.742406
1191,1727,2.742406
1192,1728,2.742406
1193,1729,2.742406
1194,1730,2.742406
1195,1732,2.742406
1196,1734,2.742406
1197,1735,2.742406
1198,1736,2.742406
1199,1737,2.742406
1200,1739,2.742406
1201,1743,2.742406
1202,1744,2.742406
1203,1745,2.742406
1204,1747,2.742406
1205,1748,2.742406
1206,1750,2.742406
1207,1751,2.742406
1208,1752,2.742406
1209,1754,2.742406
1210,1755,2.742406
1211,1756,2.742406
1212,1757,2.742406
1213,1758,2.742406
1214,1759,2.742406
1215,1760,2.742406
1216,1761,2.742406
1217,1763,2.742406
1218,1764,2.742406
1219,1766,2.742406
1220,1767,2.742406
1221,1768,2.742406
1222,1769,2.742406
1223,1770,2.742406
1224,1772,2.742406
1225,1773,2.742406
1226,1775,2.742406
1227,1776,2.742406
1228,1778,2.742406
1229,1781,2.742406
1230,1783,2.742406
1231,1787,2.742406
1232,1788,2.742406
1233,1789,2.742406
1234,1791,2.742406
1235,1792,2.742406
1236,1793,2.742406
1237,1794,2.742406
1238,1795,2.742406
1239,1796,2.742406
1240,1798,2.742406
1241,1799,2.742406
1242,1800,2.742406
1243,1801,2.742406
1244,1802,2.742406
1245,1803,2.742406
1246,1806,2.742406
1247,1807,2.742406
1248,1808,2.742406
1249,1809,2.742406
1250,1810,2.742406
1251,1812,2.742406
1252,1813,2.742406
1253,1814,2.742406
1254,1817,2.742406
1255,1819,2.742406
1256,1820,2.742406
1257,1822,2.742406
1258,1823,2.742406
1259,1825,2.742406
1260,1826,2.742406
1261,1827,2.742406
1262,1828,2.742406
1263,1831,2.742406
1264,1832,2.742406
1265,1833,2.742406
1266,1834,2.742406
1267,1836,2.742406
1268,1837,2.742406
1269,1838,2.742406
1270,1839,2.742406
1271,1840,2.742406
1272,1842,2.742406
1273,1843,2.742406
1274,1849,2.742406
1275,1850,2.742406
1276,1854,2.742406
1277,1856,2.742406
1278,1857,2.742406
1279,1859,2.742406
1280,1860,2.742406
1281,1863,2.742406
1282,1864,2.742406
1283,1865,2.742406
1284,1866,2.742406
1285,1869,2.742406
1286,1871,2.742406
1287,1873,2.742406
1288,1874,2.742406
1289,1876,2.742406
1290,1877,2.742406
1291,1878,2.742406
1292,1879,2.742406
1293,1880,2.742406
1294,1882,2.742406
1295,1884,2.742406
1296,1885,2.742406
1297,1886,2.742406
1298,1887,2.742406
1299,1888,2.742406
1300,1889,2.742406
1301,1890,2.742406
1302,1891,2.742406
1303,1892,2.742406
1304,1893,2.742406
1305,1895,2.742406
1306,1897,2.742406
1307,1898,2.742406
1308,1900,2.742406
1309,1901,2.742406
1310,1902,2.742406
1311,1903,2.742406
1312,1904,2.742406
1313,1905,2.742406
1314,1906,2.742406
1315,1908,2.742406
1316,1909,2.742406
1317,1910,2.742406
1318,1911,2.742406
1319,1912,2.742406
1320,1913,2.742406
1321,1916,2.742406
1322,1917,2.742406
1323,1919,2.742406
1324,1925,2.742406
1325,1926,2.742406
1326,1928,2.742406
1327,1929,2.742406
1328,1930,2.742406
1329,1932,2.742406
1330,1934,2.742406
1331,1935,2.742406
1332,1936,2.742406
1333,1937,2.742406
1334,1938,2.742406
1335,1940,2.742406
1336,1942,2.742406
1337,1944,2.742406
1338,1945,2.742406
1339,1946,2.742406
1340,1947,2.742406
1341,1948,2.742406
1342,1949,2.742406
1343,1950,2.742406
1344,1951,2.742406
1345,1952,2.742406
1346,1953,2.742406
1347,1954,2.742406
1348,1955,2.742406
1349,1957,2.742406
1350,1958,2.742406
1351,1960,2.742406
1352,1962,2.742406
1353,1965,2.742406
1354,1968,2.742406
1355,1969,2.742406
1356,1971,2.742406
1357,1972,2.742406
1358,1973,2.742406
1359,1974,2.742406
1360,1975,2.742406
1361,1976,2.742406
1362,1978,2.742406
1363,1980,2.742406
1364,1981,2.742406
1365,1984,2.742406
1366,1985,2.742406
1367,1986,2.742406
1368,1988,2.742406
1369,1990,2.742406
1370,1991,2.742406
1371,1992,2.742406
1372,1993,2.742406
1373,1995,2.742406
1374,1996,2.742406
1375,1997,2.742406
1376,1999,2.742406
1377,2004,2.742406
1378,2005,2.742406
1379,2007,2.742406
1380,2009,2.742406
1381,2010,2.742406
1382,2012,2.742406
1383,2014,2.742406
1384,2015,2.742406
1385,2016,2.742406
1386,2017,2.742406
1387,2018,2.742406
1388,2020,2.742406
1389,2026,2.742406
1390,2027,2.742406
1391,2028,2.742406
1392,2030,2.742406
1393,2031,2.742406
1394,2032,2.742406
1395,2033,2.742406
1396,2034,2.742406
1397,2035,2.742406
1398,2036,2.742406
1399,2038,2.742406
1400,2040,2.742406
1401,2043,2.742406
1402,2044,2.742406
1403,2045,2.742406
1404,2046,2.742406
1405,2048,2.742406
1406,2049,2.742406
1407,2051,2.742406
1408,2053,2.742406
1409,2054,2.742406
1410,2055,2.742406
1411,2057,2.742406
1412,2058,2.742406
1413,2059,2.742406
1414,2061,2.742406
1415,2063,2.742406
1416,2067,2.742406
1417,2068,2.742406
1418,2069,2.742406
1419,2071,2.742406
1420,2072,2.742406
1421,2075,2.742406
1422,2076,2.742406
1423,2077,2.742406
1424,2078,2.742406
